t	ddtheta1	ddtheta2	ddpsi	ddy	ddz	
2.59556	-9.51098	2.45425	-9.17897	-7.05407	-3.85366	
2.6	-9.52102	2.41963	-9.16048	-6.93687	-3.78963	
2.6	-9.5197	2.41869	-9.16047	-6.93859	-3.79057	
2.608	-9.54038	2.35589	-9.12575	-6.73342	-3.67848	
2.612	-9.54731	2.32402	-9.10703	-6.63788	-3.62629	
2.632	-9.5917	2.16719	-9.01184	-6.19127	-3.38231	
2.63556	-9.60029	2.14071	-8.99382	-6.11766	-3.34209	
2.64	-9.60867	2.107	-8.97278	-6.03141	-3.29498	
2.64	-9.60675	2.10596	-8.97416	-6.03408	-3.29643	
2.648	-9.62318	2.04688	-8.93691	-5.88596	-3.21552	
2.652	-9.62768	2.0186	-8.91788	-5.81875	-3.1788	
2.672	-9.65427	1.88775	-8.82823	-5.51628	-3.01356	
2.67556	-9.65881	1.86729	-8.81197	-5.4686	-2.98751	
2.68	-9.66197	1.84198	-8.79377	-5.41381	-2.95758	
2.68	-9.66017	1.84121	-8.7955	-5.41565	-2.95858	
2.688	-9.66617	1.79848	-8.76432	-5.32398	-2.9085	
2.692	-9.66532	1.77947	-8.74842	-5.28404	-2.88668	
2.712	-9.6608	1.69923	-8.67783	-5.11651	-2.79516	
2.71556	-9.65898	1.68836	-8.66558	-5.09275	-2.78218	
2.72	-9.65451	1.67572	-8.65202	-5.06671	-2.76795	
2.72	-9.65318	1.67531	-8.65331	-5.06763	-2.76846	
2.728	-9.64477	1.6559	-8.63093	-5.0273	-2.74643	
2.732	-9.6367	1.64904	-8.61928	-5.01229	-2.73823	
2.752	-9.59379	1.6307	-8.5715	-4.96802	-2.71404	
2.75556	-9.58457	1.63079	-8.56393	-4.96615	-2.71302	
2.76	-9.57144	1.63225	-8.55531	-4.96671	-2.71333	
2.76	-9.57074	1.63222	-8.55572	-4.96702	-2.71349	
2.768	-9.54656	1.63814	-8.54235	-4.97436	-2.71751	
2.772	-9.53069	1.64386	-8.5351	-4.98292	-2.72218	
2.792	-9.44888	1.68694	-8.50928	-5.05622	-2.76223	
2.79556	-9.43245	1.69732	-8.50614	-5.07545	-2.77273	
2.8	-9.41113	1.71179	-8.50196	-5.10198	-2.78722	
2.8	-9.41112	1.71214	-8.50132	-5.10188	-2.78717	
2.808	-9.37245	1.7409	-8.4957	-5.15599	-2.81673	
2.812	-9.34951	1.75741	-8.49226	-5.18809	-2.83427	
2.832	-9.23443	1.85043	-8.48353	-5.37949	-2.93883	
2.83556	-9.21207	1.86851	-8.48364	-5.42008	-2.961	
2.84	-9.18422	1.89248	-8.48234	-5.47296	-2.98989	
2.84	-9.18493	1.89318	-8.48073	-5.47249	-2.98963	
2.848	-9.13516	1.93792	-8.4796	-5.57403	-3.04511	
2.852	-9.10686	1.96127	-8.47817	-5.63012	-3.07575	
2.872	-8.96843	2.08184	-8.47435	-5.94014	-3.24511	
2.87556	-8.9421	2.10308	-8.47473	-6.00183	-3.27881	
2.88	-8.91013	2.1306	-8.47264	-6.08036	-3.32171	
2.88	-8.91148	2.13161	-8.47035	-6.07944	-3.32122	
2.888	-8.85512	2.18102	-8.46621	-6.22629	-3.40144	
2.892	-8.82367	2.20507	-8.46234	-6.30462	-3.44423	
2.912	-8.67351	2.31972	-8.43553	-6.71668	-3.66934	
2.91556	-8.64544	2.33768	-8.42961	-6.79463	-3.71192	
2.92	-8.61184	2.36036	-8.41844	-6.89178	-3.765	
2.92	-8.61357	2.36157	-8.41603	-6.89043	-3.76426	
2.928	-8.55501	2.4	-8.39237	-7.06711	-3.86078	
2.932	-8.52263	2.41659	-8.3762	-7.15745	-3.91013	
2.952	-8.3708	2.48261	-8.26699	-7.59949	-4.15162	
2.95556	-8.34293	2.48963	-8.24136	-7.67569	-4.19325	
2.96	-8.30944	2.49752	-8.20395	-7.76716	-4.24322	
2.96	-8.31094	2.49859	-8.20218	-7.76589	-4.24252	
2.968	-8.25273	2.50794	-8.12552	-7.92228	-4.32796	
2.972	-8.22067	2.50827	-8.07745	-7.99363	-4.36694	
2.992	-8.06954	2.48354	-7.77314	-8.27075	-4.51833	
2.99556	-8.0422	2.47345	-7.7041	-8.30083	-4.53476	
3	-8.00787	2.45839	-7.6098	-8.32849	-4.54988	
3	-8.00811	2.45844	-7.60916	-8.32845	-4.54985	
3.008	-7.94709	2.4253	-7.42119	-8.35	-4.56163	
3.012	-7.91337	2.40436	-7.30891	-8.33583	-4.55388	
3.032	-7.74392	2.27519	-6.63787	-8.07208	-4.4098	
3.03556	-7.71286	2.24953	-6.4941	-7.9812	-4.36015	
3.04	-7.6705	2.21332	-6.30178	-7.84813	-4.28745	
3.04	-7.66817	2.21068	-6.30077	-7.84854	-4.28768	
3.048	-7.58912	2.14206	-5.9279	-7.55621	-4.12797	
3.052	-7.54486	2.1071	-5.71563	-7.36352	-4.02271	
3.072	-7.30262	1.93164	-4.52328	-6.12458	-3.34587	
3.07556	-7.25687	1.90618	-4.28827	-5.85269	-3.19734	
3.08	-7.19184	1.86947	-3.97458	-5.47967	-2.99356	
3.08	-7.18644	1.8631	-3.96661	-5.46927	-2.98787	
3.088	-7.06273	1.80088	-3.37808	-4.7426	-2.59089	
3.092	-6.99332	1.77617	-3.06234	-4.33367	-2.3675	
3.112	-6.61164	1.6863	-1.40971	-2.11439	-1.1551	
3.11556	-6.53941	1.68307	-1.11757	-1.71473	-0.936762	
3.12	-6.4396	1.67683	-0.724503	-1.16686	-0.637456	
3.12	-6.43349	1.67062	-0.700691	-1.12577	-0.615012	
3.128	-6.24791	1.6689	0.0100891	-0.128941	-0.0704406	
3.132	-6.14513	1.67797	0.366135	0.372674	0.203593	
3.152	-5.60336	1.75946	2.10802	2.79139	1.52495	
3.15556	-5.50097	1.78069	2.38539	3.15952	1.72605	
3.16	-5.36557	1.81098	2.75981	3.66253	2.00085	
3.16	-5.36276	1.81252	2.79378	3.71985	2.03216	
3.168	-5.11536	1.87151	3.44991	4.58083	2.50252	
3.172	-4.97867	1.90458	3.75877	4.96866	2.71439	
3.192	-4.26069	2.05939	5.20694	6.66401	3.64057	
3.19556	-4.12144	2.07819	5.42658	6.89353	3.76595	
3.2	-3.93858	2.10679	5.71672	7.18807	3.92686	
3.2	-3.93753	2.1149	5.7418	7.21577	3.942	
3.208	-3.59691	2.15727	6.24341	7.69008	4.20111	
3.212	-3.4056	2.16942	6.47141	7.87753	4.30351	
3.232	-2.35176	2.15449	7.53493	8.61337	4.7055	
3.23556	-2.14077	2.12985	7.69886	8.70254	4.75422	
3.24	-1.85661	2.09689	7.90833	8.79883	4.80682	
3.24	-1.85027	2.1032	7.91979	8.79684	4.80573	
3.248	-1.30589	2.02082	8.28377	8.93546	4.88146	
3.252	-0.997354	1.95765	8.44791	8.97285	4.90189	
3.272	0.758262	1.50899	9.22059	9.0566	4.94764	
3.27556	1.11034	1.39911	9.33991	9.05186	4.94505	
3.28	1.59239	1.24838	9.49131	9.03541	4.93607	
3.28	1.61128	1.24786	9.49879	9.03142	4.93389	
3.288	2.5393	0.943466	9.7609	8.98655	4.90938	
3.292	3.05858	0.759069	9.87348	8.94738	4.88797	
3.312	5.97286	-0.322762	10.3716	8.70072	4.75323	
3.31556	6.53325	-0.543119	10.4318	8.64092	4.72056	
3.32	7.30549	-0.844324	10.5128	8.56728	4.68033	
3.32	7.34951	-0.856291	10.5273	8.57314	4.68353	
3.328	8.80916	-1.42994	10.6536	8.43066	4.60569	
3.332	9.59481	-1.74787	10.6857	8.34596	4.55942	
3.352	13.7587	-3.4336	10.7208	7.87056	4.29971	
3.35556	14.4786	-3.73027	10.6779	7.7646	4.24182	
3.36	15.4883	-4.14154	10.6348	7.64013	4.17382	
3.36	15.5873	-4.17664	10.6597	7.65356	4.18116	
3.368	17.4203	-4.92022	10.5515	7.41794	4.05244	
3.372	18.3313	-5.29466	10.4543	7.28562	3.98015	
3.392	22.7027	-7.0718	9.84998	6.58765	3.59885	
3.39556	23.3118	-7.32136	9.70422	6.45062	3.52399	
3.4	24.2188	-7.68836	9.52688	6.28611	3.43412	
3.4	24.3965	-7.75575	9.54112	6.29403	3.43845	
3.408	25.9384	-8.37517	9.20848	5.99696	3.27616	
3.412	26.594	-8.64185	9.01922	5.84557	3.19345	
3.432	29.302	-9.73291	8.1262	5.14741	2.81204	
3.43556	29.5339	-9.82925	7.9877	5.03998	2.75335	
3.44	29.9378	-9.9936	7.80473	4.90763	2.68105	
3.44	30.1139	-10.0609	7.78799	4.90209	2.67802	
3.448	30.7078	-10.3023	7.48943	4.68687	2.56045	
3.452	30.8344	-10.3595	7.35768	4.59606	2.51084	
3.472	30.9402	-10.4363	6.89783	4.27976	2.33804	
3.47556	30.7923	-10.3861	6.86106	4.25182	2.32278	
3.48	30.5954	-10.3197	6.81739	4.22537	2.30833	
3.48	30.6431	-10.3384	6.80711	4.22448	2.30784	
3.488	30.1902	-10.1801	6.77436	4.2079	2.29878	
3.492	29.8129	-10.0449	6.78431	4.21936	2.30505	
3.512	27.6003	-9.23672	6.97958	4.38506	2.39557	
3.51556	27.1699	-9.07769	7.02875	4.42916	2.41966	
3.52	26.4975	-8.82779	7.10773	4.49501	2.45563	
3.52	26.4019	-8.79158	7.12185	4.5013	2.45907	
3.528	25.1394	-8.31838	7.28183	4.63457	2.53187	
3.532	24.4174	-8.04704	7.36123	4.70627	2.57105	
3.552	20.717	-6.63886	7.75706	5.08889	2.78007	
3.55556	20.1344	-6.41626	7.81382	5.15904	2.81839	
3.56	19.2275	-6.06703	7.88513	5.24264	2.86407	
3.56	19.055	-5.99845	7.89264	5.23967	2.86245	
3.568	17.4322	-5.36886	8.00979	5.3876	2.94326	
3.572	16.6144	-5.052	8.04402	5.45366	2.97935	
3.592	12.6891	-3.51753	8.14725	5.76088	3.14718	
3.59556	12.1121	-3.29256	8.15734	5.81693	3.1778	
3.6	11.2721	-2.96298	8.14127	5.86878	3.20613	
3.6	11.1345	-2.90655	8.12097	5.85396	3.19803	
3.608	9.6811	-2.33395	8.07775	5.94171	3.24597	
3.612	9.00364	-2.07009	8.03232	5.97596	3.26468	
3.632	5.88813	-0.856213	7.75895	6.12251	3.34474	
3.63556	5.42756	-0.678656	7.7154	6.15068	3.36013	
3.64	4.82233	-0.447362	7.62561	6.16783	3.3695	
3.64	4.7696	-0.427567	7.59485	6.15331	3.36157	
3.648	3.7429	-0.0374363	7.42708	6.18077	3.37657	
3.652	3.2849	0.13059	7.32952	6.18628	3.37958	
3.672	1.22705	0.868141	6.82297	6.18866	3.38088	
3.67556	0.916018	0.97635	6.73943	6.18707	3.38001	
3.68	0.537237	1.10126	6.61103	6.17238	3.37199	
3.68	0.52973	1.09938	6.5894	6.16378	3.36729	
3.688	-0.108935	1.30333	6.35599	6.13161	3.34971	
3.692	-0.3887	1.38443	6.23122	6.10483	3.33508	
3.712	-1.64013	1.71471	5.59261	5.92501	3.23685	
3.71556	-1.83223	1.76077	5.48064	5.88364	3.21425	
3.72	-2.06023	1.80597	5.32681	5.82066	3.17984	
3.72	-2.05888	1.79925	5.31539	5.8155	3.17702	
3.728	-2.44608	1.86735	5.03499	5.68939	3.10813	
3.732	-2.61572	1.88849	4.88676	5.6093	3.06437	
3.752	-3.3898	1.95062	4.12076	5.12969	2.80236	
3.75556	-3.51098	1.95618	3.98147	5.02774	2.74667	
3.76	-3.6568	1.95418	3.79693	4.88647	2.66949	
3.76	-3.657	1.94818	3.78996	4.88123	2.66663	
3.768	-3.90989	1.93857	3.45182	4.60727	2.51696	
3.772	-4.02224	1.92792	3.2731	4.4476	2.42974	
3.792	-4.55679	1.86125	2.34843	3.55367	1.94138	
3.79556	-4.64274	1.84985	2.18068	3.37829	1.84557	
3.8	-4.74941	1.83043	1.95958	3.14093	1.7159	
3.8	-4.75171	1.82575	1.95173	3.13141	1.7107	
3.808	-4.94104	1.79088	1.54819	2.68566	1.46718	
3.812	-5.02646	1.7733	1.33805	2.44256	1.33438	
3.832	-5.44646	1.69532	0.271144	1.16847	0.638338	
3.83556	-5.51476	1.68582	0.084968	0.940515	0.513806	
3.84	-5.60142	1.67202	-0.161314	0.634265	0.3465	
3.84	-5.60472	1.66887	-0.173562	0.616488	0.336789	
3.848	-5.75955	1.64769	-0.616569	0.0613015	0.0334891	
3.852	-5.82942	1.64029	-0.83981	-0.221817	-0.121179	
3.872	-6.17309	1.62169	-1.93489	-1.60793	-0.878415	
3.87556	-6.22816	1.62282	-2.11482	-1.83249	-1.00109	
3.88	-6.29841	1.62494	-2.35335	-2.13176	-1.16459	
3.88	-6.30156	1.62408	-2.36959	-2.15491	-1.17723	
3.888	-6.42597	1.6314	-2.78985	-2.67703	-1.46247	
3.892	-6.48119	1.63834	-2.99257	-2.92464	-1.59774	
3.912	-6.74861	1.68394	-3.94898	-4.05581	-2.2157	
3.91556	-6.79047	1.6933	-4.09701	-4.22255	-2.30679	
3.92	-6.84375	1.70721	-4.29166	-4.43884	-2.42495	
3.92	-6.84623	1.70868	-4.30693	-4.45644	-2.43456	
3.928	-6.93986	1.73461	-4.6428	-4.8182	-2.6322	
3.932	-6.98039	1.74867	-4.79741	-4.97589	-2.71834	
3.952	-7.17591	1.8173	-5.50244	-5.64243	-3.08247	
3.95556	-7.20605	1.82758	-5.60694	-5.73166	-3.13122	
3.96	-7.24445	1.84251	-5.74118	-5.83976	-3.19027	
3.96	-7.24643	1.84488	-5.75091	-5.84569	-3.19351	
3.968	-7.31431	1.87034	-5.97865	-6.01608	-3.2866	
3.972	-7.34275	1.88199	-6.07875	-6.08066	-3.32188	
3.992	-7.48275	1.93148	-6.52358	-6.31576	-3.45031	
3.99556	-7.50432	1.93729	-6.58775	-6.34052	-3.46384	
4	-7.53175	1.94552	-6.66736	-6.36401	-3.47667	
4	-7.53322	1.94729	-6.6716	-6.36261	-3.47591	
4.008	-7.58253	1.96007	-6.80507	-6.39072	-3.49126	
4.012	-7.60223	1.96447	-6.86078	-6.39212	-3.49203	
4.032	-7.70246	1.97796	-7.10379	-6.35582	-3.4722	
4.03556	-7.71802	1.97802	-7.13788	-6.34234	-3.46484	
4.04	-7.73737	1.97811	-7.17863	-6.32009	-3.45268	
4.04	-7.73813	1.97886	-7.17995	-6.31742	-3.45122	
4.048	-7.77351	1.97761	-7.24775	-6.27219	-3.42652	
4.052	-7.78652	1.97521	-7.27379	-6.24402	-3.41112	
4.072	-7.85477	1.95889	-7.38572	-6.09314	-3.3287	
4.07556	-7.86528	1.95489	-7.40043	-6.0652	-3.31343	
4.08	-7.87767	1.94954	-7.41735	-6.02823	-3.29324	
4.08	-7.87774	1.94958	-7.41777	-6.02663	-3.29236	
4.088	-7.90067	1.93959	-7.44579	-5.9605	-3.25624	
4.092	-7.9076	1.93352	-7.45426	-5.9262	-3.2375	
4.112	-7.94514	1.9036	-7.48997	-5.76395	-3.14886	
4.11556	-7.95043	1.89827	-7.4934	-5.737	-3.13413	
4.12	-7.95585	1.89135	-7.49691	-5.70348	-3.11583	
4.12	-7.95548	1.89112	-7.49721	-5.70289	-3.1155	
4.128	-7.9657	1.87918	-7.50297	-5.64581	-3.08432	
4.132	-7.96638	1.87285	-7.50166	-5.61812	-3.06919	
4.152	-7.97164	1.84506	-7.49515	-5.49809	-3.00362	
4.15556	-7.97118	1.84078	-7.4923	-5.47995	-2.99371	
4.16	-7.96926	1.83542	-7.48831	-5.45847	-2.98198	
4.16	-7.96875	1.83518	-7.48856	-5.45835	-2.98191	
4.168	-7.96556	1.82658	-7.48179	-5.42408	-2.96319	
4.172	-7.95961	1.82236	-7.47484	-5.40854	-2.9547	
4.192	-7.93082	1.80665	-7.44303	-5.35233	-2.92399	
4.19556	-7.92419	1.8047	-7.43626	-5.34588	-2.92047	
4.2	-7.91463	1.80248	-7.4273	-5.33928	-2.91686	
4.2	-7.9142	1.80238	-7.42733	-5.33933	-2.91689	
4.208	-7.89715	1.79954	-7.41187	-5.33199	-2.91288	
4.212	-7.88431	1.79827	-7.40066	-5.32992	-2.91175	
4.232	-7.82068	1.79695	-7.34751	-5.34011	-2.91732	
4.23556	-7.80771	1.79732	-7.33701	-5.34507	-2.92003	
4.24	-7.79043	1.79806	-7.32294	-5.35261	-2.92415	
4.24	-7.79021	1.79813	-7.32264	-5.35273	-2.92421	
4.248	-7.75927	1.80034	-7.29762	-5.37021	-2.93376	
4.252	-7.73947	1.8013	-7.28131	-5.37994	-2.93908	
4.272	-7.64119	1.80897	-7.19948	-5.44429	-2.97423	
4.27556	-7.62196	1.81034	-7.18336	-5.45766	-2.98153	
4.28	-7.59704	1.81222	-7.16153	-5.47517	-2.9911	
4.28	-7.59701	1.81242	-7.16088	-5.47536	-2.9912	
4.288	-7.55236	1.81605	-7.12088	-5.50922	-3.0097	
4.292	-7.52564	1.81713	-7.09624	-5.5257	-3.0187	
4.312	-7.39293	1.82186	-6.96619	-5.6132	-3.0665	
4.31556	-7.36751	1.82191	-6.94023	-5.62817	-3.07468	
4.32	-7.33487	1.82182	-6.90511	-5.64661	-3.08476	
4.32	-7.3349	1.82204	-6.90414	-5.64689	-3.08491	
4.328	-7.27635	1.82129	-6.83842	-5.67933	-3.10263	
4.332	-7.2425	1.81945	-6.79942	-5.6923	-3.10972	
4.352	-7.07369	1.80564	-6.58709	-5.74315	-3.1375	
4.35556	-7.04178	1.80169	-6.54445	-5.74724	-3.13973	
4.36	-7.00068	1.79608	-6.48711	-5.75012	-3.14131	
4.36	-7.0005	1.79612	-6.48579	-5.75046	-3.14149	
4.368	-6.92645	1.78466	-6.37748	-5.7498	-3.14113	
4.372	-6.88451	1.77691	-6.31502	-5.74158	-3.13664	
4.392	-6.67316	1.73081	-5.97181	-5.65773	-3.09083	
4.39556	-6.63352	1.72097	-5.90349	-5.63179	-3.07666	
4.4	-6.58185	1.70738	-5.81212	-5.59401	-3.05602	
4.4	-6.58105	1.70692	-5.81013	-5.59395	-3.05599	
4.408	-6.48724	1.68082	-5.6377	-5.51332	-3.01194	
4.412	-6.43485	1.66578	-5.54083	-5.45909	-2.98231	
4.432	-6.16671	1.584	-5.01339	-5.11364	-2.7936	
4.43556	-6.11668	1.56874	-4.91104	-5.03591	-2.75113	
4.44	-6.05049	1.54779	-4.77456	-4.92894	-2.69269	
4.44	-6.04858	1.54651	-4.77087	-4.92688	-2.69157	
4.448	-5.92743	1.50784	-4.51549	-4.71606	-2.57639	
4.452	-5.86054	1.48748	-4.37613	-4.59219	-2.50873	
4.472	-5.51375	1.38438	-3.63444	-3.8845	-2.12211	
4.47556	-5.44944	1.36717	-3.49639	-3.74362	-2.04515	
4.48	-5.36346	1.34364	-3.3123	-3.55245	-1.94071	
4.48	-5.3601	1.34156	-3.30522	-3.54517	-1.93673	
4.488	-5.20218	1.29975	-2.96567	-3.18367	-1.73925	
4.492	-5.116	1.27935	-2.78665	-2.98652	-1.63154	
4.512	-4.66797	1.1828	-1.86361	-1.93982	-1.05973	
4.51556	-4.58564	1.16818	-1.70069	-1.75099	-0.956569	
4.52	-4.47533	1.14843	-1.48321	-1.49595	-0.817243	
4.52	-4.47058	1.1464	-1.47155	-1.48077	-0.808948	
4.528	-4.26838	1.11254	-1.0775	-1.01502	-0.554507	
4.532	-4.15938	1.09693	-0.877596	-0.776874	-0.424408	
4.552	-3.59515	1.02531	0.118433	0.409844	0.223899	
4.55556	-3.49231	1.01425	0.284985	0.605605	0.330844	
4.56	-3.35495	0.999937	0.506921	0.86801	0.474196	
4.56	-3.34917	0.999163	0.52171	0.888137	0.485191	
4.568	-3.09806	0.97425	0.916812	1.35185	0.738517	
4.572	-2.96393	0.961911	1.10972	1.57439	0.860093	
4.592	-2.27058	0.897272	2.04317	2.62227	1.43255	
4.59556	-2.14441	0.88416	2.19283	2.78251	1.52009	
4.6	-1.97619	0.867529	2.3906	2.9928	1.63498	
4.6	-1.96934	0.868179	2.40472	3.00962	1.64416	
4.608	-1.66114	0.836092	2.75208	3.36982	1.84094	
4.612	-1.49726	0.817087	2.91613	3.53174	1.9294	
4.632	-0.644004	0.70291	3.69472	4.25502	2.32453	
4.63556	-0.488255	0.677257	3.81643	4.35857	2.3811	
4.64	-0.27989	0.643476	3.97521	4.48928	2.4525	
4.64	-0.270917	0.644172	3.98602	4.49805	2.4573	
4.648	0.113091	0.57755	4.2627	4.7148	2.57571	
4.652	0.316618	0.537797	4.38979	4.80463	2.62478	
4.672	1.38575	0.304994	4.98615	5.18116	2.83048	
4.67556	1.58053	0.25618	5.0774	5.22979	2.85705	
4.68	1.8428	0.190537	5.19547	5.28796	2.88883	
4.68	1.85585	0.189448	5.20346	5.29123	2.89061	
4.688	2.34087	0.0629704	5.4081	5.38262	2.94054	
4.692	2.59574	-0.0089209	5.49903	5.41403	2.9577	
4.712	3.93409	-0.408379	5.91974	5.52367	3.0176	
4.71556	4.1737	-0.485737	5.98081	5.53089	3.02154	
4.72	4.4986	-0.590555	6.06059	5.53825	3.02556	
4.72	4.51842	-0.595005	6.06781	5.5405	3.02679	
4.728	5.1171	-0.791881	6.20449	5.54598	3.02978	
4.732	5.42565	-0.898387	6.26096	5.53891	3.02592	
4.752	7.02083	-1.46181	6.51209	5.47745	2.99234	
4.75556	7.2949	-1.56277	6.54261	5.45788	2.98165	
4.76	7.66986	-1.70048	6.58484	5.43442	2.96884	
4.76	7.69967	-1.70974	6.59276	5.43784	2.97071	
4.768	8.38217	-1.96204	6.66245	5.39189	2.9456	
4.772	8.72158	-2.09152	6.68457	5.36214	2.92935	
4.792	10.42	-2.74284	6.76846	5.20316	2.8425	
4.79556	10.691	-2.84921	6.76962	5.16878	2.82372	
4.8	11.0668	-2.99613	6.77568	5.12896	2.80196	
4.8	11.1083	-3.01094	6.78393	5.13342	2.8044	
4.808	11.7775	-3.27256	6.79031	5.0613	2.765	
4.812	12.09	-3.39776	6.78122	5.02066	2.7428	
4.832	13.5725	-3.99002	6.72343	4.8229	2.63476	
4.83556	13.7803	-4.07452	6.70326	4.7848	2.61395	
4.84	14.0744	-4.19359	6.68211	4.7413	2.59018	
4.84	14.1224	-4.21187	6.68871	4.74559	2.59253	
4.848	14.6266	-4.41542	6.65039	4.6704	2.55145	
4.852	14.8333	-4.50144	6.62194	4.63052	2.52967	
4.872	15.7169	-4.86822	6.49065	4.45324	2.43282	
4.87556	15.8068	-4.90716	6.46397	4.4226	2.41608	
4.88	15.9372	-4.96329	6.4332	4.38826	2.39732	
4.88	15.9758	-4.97851	6.43677	4.39143	2.39905	
4.888	16.1747	-5.06441	6.38621	4.33598	2.36876	
4.892	16.2143	-5.08531	6.3555	4.30799	2.35346	
4.912	16.2487	-5.12107	6.23017	4.2008	2.29491	
4.91556	16.201	-5.10612	6.20926	4.18527	2.28642	
4.92	16.1309	-5.08381	6.18394	4.16859	2.27731	
4.92	16.1416	-5.08825	6.18502	4.17021	2.2782	
4.928	15.9831	-5.03429	6.14633	4.14759	2.26584	
4.932	15.8466	-4.98601	6.12308	4.13651	2.25979	
4.952	15.0469	-4.69446	6.03363	4.11204	2.24642	
4.95556	14.8823	-4.63374	6.01979	4.11178	2.24627	
4.96	14.6391	-4.5434	6.00058	4.11159	2.24617	
4.96	14.6169	-4.53469	5.99947	4.11107	2.24589	
4.968	14.1611	-4.36395	5.96966	4.11643	2.24881	
4.972	13.8937	-4.26422	5.94944	4.11821	2.24979	
4.992	12.5149	-3.74586	5.86065	4.14667	2.26534	
4.99556	12.2786	-3.65743	5.84601	4.15513	2.26996	
5	11.935	-3.52805	5.82161	4.16244	2.27395	
5	11.8932	-3.5114	5.81722	4.15928	2.27223	
5.008	11.274	-3.27746	5.77454	4.17523	2.28094	
5.012	10.9475	-3.15543	5.74594	4.18069	2.28392	
5.032	9.34294	-2.55445	5.60169	4.21444	2.30236	
5.03556	9.0846	-2.45879	5.57705	4.22267	2.30686	
5.04	8.72061	-2.32365	5.53625	4.22702	2.30923	
5.04	8.67866	-2.30717	5.52837	4.22195	2.30646	
5.048	8.03562	-2.06846	5.45385	4.23002	2.31087	
5.052	7.71528	-1.95171	5.40885	4.23022	2.31098	
5.072	6.18112	-1.39561	5.17572	4.22639	2.30889	
5.07556	5.93926	-1.30964	5.13558	4.22621	2.30879	
5.08	5.61097	-1.19352	5.07387	4.21894	2.30482	
5.08	5.58013	-1.18223	5.06438	4.2135	2.30185	
5.088	5.00651	-0.980551	4.95133	4.19855	2.29368	
5.092	4.73028	-0.886419	4.88777	4.18591	2.28677	
5.112	3.42575	-0.449662	4.55914	4.10735	2.24385	
5.11556	3.22073	-0.383183	4.50176	4.09147	2.23518	
5.12	2.95121	-0.297478	4.41918	4.06437	2.22038	
5.12	2.9321	-0.291788	4.41025	4.05955	2.21774	
5.128	2.46336	-0.145056	4.25926	4.00663	2.18883	
5.132	2.24198	-0.0792441	4.17754	3.97324	2.17059	
5.152	1.20105	0.218829	3.75596	3.77963	2.06482	
5.15556	1.0367	0.263588	3.68122	3.74065	2.04353	
5.16	0.825025	0.31876	3.57833	3.68431	2.01275	
5.16	0.813567	0.320674	3.5708	3.68002	2.0104	
5.168	0.445152	0.413881	3.38279	3.57202	1.9514	
5.172	0.272792	0.454077	3.28303	3.5091	1.91703	
5.192	-0.541076	0.632272	2.76929	3.15813	1.72529	
5.19556	-0.670621	0.658778	2.67759	3.08945	1.68777	
5.2	-0.836087	0.690013	2.55438	2.99504	1.6362	
5.2	-0.84366	0.690007	2.54775	2.99042	1.63367	
5.208	-1.13306	0.74231	2.32292	2.81235	1.53639	
5.212	-1.268	0.764084	2.2053	2.71334	1.48231	
5.232	-1.9116	0.860326	1.60301	2.18018	1.19104	
5.23556	-2.01489	0.874969	1.49626	2.08011	1.13637	
5.24	-2.14687	0.89158	1.3544	1.94522	1.06268	
5.24	-2.15274	0.890878	1.34758	1.93903	1.0593	
5.248	-2.38504	0.919085	1.08986	1.68906	0.922739	
5.252	-2.49315	0.930931	0.957229	1.55561	0.849833	
5.272	-3.01416	0.986648	0.28649	0.863109	0.471519	
5.27556	-3.09807	0.99603	0.170135	0.739593	0.404042	
5.28	-3.20573	1.00686	0.0161387	0.574663	0.31394	
5.28	-3.21083	1.00622	0.00826882	0.566043	0.30923	
5.288	-3.40116	1.02568	-0.269206	0.26641	0.145541	
5.292	-3.48928	1.03475	-0.408903	0.112946	0.0617025	
5.312	-3.91631	1.08206	-1.1024	-0.652973	-0.356721	
5.31556	-3.98481	1.09075	-1.21898	-0.782155	-0.427293	
5.32	-4.073	1.10163	-1.37287	-0.953288	-0.520784	
5.32	-4.07755	1.10153	-1.38178	-0.963704	-0.526474	
5.328	-4.23361	1.12176	-1.65606	-1.26806	-0.692742	
5.332	-4.30507	1.1319	-1.79045	-1.4172	-0.774222	
5.352	-4.65147	1.18548	-2.44355	-2.13293	-1.16523	
5.35556	-4.70646	1.195	-2.54962	-2.24712	-1.22761	
5.36	-4.77735	1.2076	-2.68894	-2.39655	-1.30924	
5.36	-4.78129	1.20818	-2.69781	-2.40644	-1.31464	
5.368	-4.90664	1.2313	-2.94327	-2.6665	-1.45671	
5.372	-4.96304	1.24271	-3.05995	-2.78803	-1.52311	
5.392	-5.2362	1.3005	-3.61558	-3.34943	-1.8298	
5.39556	-5.27903	1.31	-3.70305	-3.43445	-1.87625	
5.4	-5.33416	1.32281	-3.81685	-3.54346	-1.9358	
5.4	-5.33738	1.32385	-3.82426	-3.55047	-1.93963	
5.408	-5.43489	1.34676	-4.02272	-3.73617	-2.04108	
5.412	-5.47768	1.3575	-4.11407	-3.81839	-2.08599	
5.432	-5.68536	1.40948	-4.54195	-4.18421	-2.28584	
5.43556	-5.7175	1.41738	-4.60763	-4.2368	-2.31457	
5.44	-5.75871	1.42801	-4.69187	-4.30217	-2.35029	
5.44	-5.76117	1.4291	-4.69707	-4.30575	-2.35224	
